unicode,Kanji,Definition,On Readings,Kun Readings
U+6020,怠,"neglect, laziness",タイ,"おこた.る, なま.ける"
U+6021,怡,"rejoice, enjoy",イ,よろこ.ぶ
U+6025,急,"hurry, emergency, sudden, steep",キュウ,"いそ.ぐ, いそ.ぎ, せ.く"
U+6027,性,"sex, gender, nature","セイ, ショウ",さが
U+6028,怨,"grudge, show resentment, be jealous","エン, オン, ウン","うら.む, うらみ, うら.めしい"
U+602A,怪,"suspicious, mystery, apparition","カイ, ケ","あや.しい, あや.しむ"
U+602F,怯,"cowardice, wince, flinch, hesitate, waver","キョウ, コウ","ひる.む, おびえ.る, おじる, おび.える, おそ.れる"
U+6043,恃,depend on,"ジ, シ",たの.む
U+604B,恋,"romance, in love, yearn for, miss, darling",レン,"こ.う, こい, こい.しい"
U+604D,恍,"unclear, senile, stupid, joke",コウ,"とぼ.ける, ほ.れる"
U+6050,恐,"fear, dread, awe",キョウ,"おそ.れる, おそ.る, おそ.ろしい, こわ.い, こわ.がる"
U+6052,恒,"constancy, always",コウ,"つね, つねに"
U+6056,恖,,"シ, サイ","おも.う, おもえら.く, おぼ.す"
U+6059,恙,illness,ヨウ,つつが.ない
U+605A,恚,anger,イ,いか.る
U+605F,恟,fear,キョウ,おそ.れる
U+6060,恠,"suspicious, mystery, apparition","カイ, ケ","あや.しい, あや.しむ"
U+6063,恣,"selfish, arbitrary",シ,ほしいまま
U+6065,恥,"shame, dishonor",チ,"は.じる, はじ, は.じらう, は.ずかしい"
U+6068,恨,"regret, bear a grudge, resentment, malice, hatred",コン,"うら.む, うら.めしい"
U+6069,恩,"grace, kindness, goodness, favor, mercy, blessing, benefit",オン,
U+606D,恭,"respect, reverent",キョウ,うやうや.しい
U+606F,息,"breath, respiration, son, interest (on money), nuture, rest, coming to an end",ソク,いき
U+6070,恰,"just as, as though, fortunately","コウ, カッ, チョウ, キョウ",あたか.も
U+6075,恵,"favor, blessing, grace, kindness","ケイ, エ","めぐ.む, めぐ.み"
U+6089,悉,"all, entirely, altogether, completely, use up, run out of, exhaust, befriend, serve","シツ, シチ","つ.きる, ことごと, ことごと.く, つ.くす, つぶさ.に"
U+608B,悋,stingy,リン,"ねた.む, やぶさか, お.しむ"
U+608C,悌,serving our elders,"テイ, ダイ",
U+6092,悒,be depressed,ユウ,"ふさ.ぐ, うれ.える"
U+6094,悔,"repent, regret",カイ,"く.いる, く.やむ, くや.しい"
U+6096,悖,be contrary,"ハイ, ボツ",もと.る
U+609F,悟,"enlightenment, perceive, discern, realize, understand",ゴ,さと.る
U+60A3,患,"afflicted, disease, suffer from, be ill",カン,わずら.う
U+60A6,悦,"ecstasy, joy, rapture",エツ,"よろこ.ぶ, よろこ.ばす"
U+60A7,悧,clever,リ,
U+60A9,悩,"trouble, worry, in pain, distress, illness",ノウ,"なや.む, なや.ます, なや.ましい, なやみ"
U+60AA,悪,"bad, vice, rascal, false, evil, wrong","アク, オ","わる.い, わる-, あ.し, にく.い, -にく.い, ああ, いずくに, いずくんぞ, にく.む"
U+60B2,悲,"grieve, sad, deplore, regret",ヒ,"かな.しい, かな.しむ"
U+60B5,悵,be sad,チョウ,"いた.む, うら.む"
U+60B6,悶,"be in agony, worry",モン,"もだ.える, もだえ.る"
U+60C5,情,"feelings, emotion, passion, sympathy, circumstances, facts","ジョウ, セイ",なさ.け
U+60C6,惆,"grieve over, be disappointed",チュウ,うら.む
U+60D1,惑,"beguile, delusion, perplexity",ワク,まど.う
U+60DA,惚,"fall in love with, admire, grow senile",コツ,"ほけ.る, ぼ.ける, ほ.れる"
U+60DC,惜,"pity, be sparing of, frugal, stingy, regret",セキ,"お.しい, お.しむ"
U+60DF,惟,"consider, reflect, think","イ, ユイ","おも.んみる, これ, おも.うに"
U+60E0,惠,"blessing, grace, favor, kindness","ケイ, エ","めぐ.む, めぐ.み"
U+60E1,惡,"bad, evil","アク, オ","わる.い, あ.し, にく.い, ああ, いずくに, いずくんぞ, にく.む"
U+60E3,惣,all,ソウ,すべ.て
U+60F0,惰,"lazy, laziness",ダ,
U+60F1,惱,"angered, filled with hate",ノウ,"なや.む, なや.ます, なや.ましい, なやみ"
U+60F3,想,"concept, think, idea, thought","ソウ, ソ",おも.う
U+60FA,惺,realize,セイ,さと.る
U+60FB,惻,be sad,"ソク, ショク",いた.む
U+6101,愁,"distress, grieve, lament, be anxious",シュウ,"うれ.える, うれ.い"
U+6108,愈,"be superior, heal, more and more, increasingly, finally, beyond doubt",ユ,"いよいよ, まさ.る"
U+610D,愍,"pity, mercy, compassion","ビン, ミン",あわ.れむ
U+610F,意,"idea, mind, heart, taste, thought, desire, care, liking",イ,
U+611A,愚,"foolish, folly, absurdity, stupid",グ,おろ.か
U+611B,愛,"love, affection, favourite",アイ,"いと.しい, かな.しい, め.でる, お.しむ, まな"
U+611F,感,"emotion, feeling, sensation",カン,
U+6127,愧,"feel ashamed, shy",キ,"はじ.る, はじ.らう, はずかし.める, とが.める"
U+613C,愼,"care, chastity",シン,"つつし.む, つつし.み"
U+6148,慈,mercy,ジ,いつく.しむ
U+614B,態,"attitude, condition, figure, appearance, voice (of verbs)",タイ,わざ.と
U+614C,慌,"disconcerted, be confused, lose one's head",コウ,"あわ.てる, あわ.ただしい"
U+614E,慎,"humility, be careful, discreet, prudent",シン,"つつし.む, つつ.ましい, つつし, つつし.み"
U+6155,慕,"pining, yearn for, love dearly, adore",ボ,した.う
U+6159,慙,"ashamed, humiliated, shameful",ザン,"はじ, はじ.る"
U+615D,慝,"bad, evil, disaster",トク,わる.い
U+6162,慢,"ridicule, laziness",マン,
U+6165,慥,"certainly, doubtless",ゾウ,たし.かに
U+6167,慧,wise,"ケイ, エ",さとい
U+6168,慨,"rue, be sad, sigh, lament",ガイ,なげ.く
U+616E,慮,"prudence, thought, concern, consider, deliberate, fear",リョ,"おもんぱく.る, おもんぱか.る"
U+6170,慰,"consolation, amusement, seduce, cheer, make sport of, comfort, console",イ,"なぐさ.める, なぐさ.む"
U+6173,慳,"regret, stinginess","ケン, カン",おし.む
U+6176,慶,"jubilation, congratulate, rejoice, be happy",ケイ,よろこ.び
U+617E,慾,"covetousness, greed, passion, desire, craving",ヨク,
U+6182,憂,"melancholy, grieve, lament, be anxious, sad, unhappy",ユウ,"うれ.える, うれ.い, う.い, う.き"
U+6187,憇,"rest, take rest",ケイ,"いこ.い, いこ.う"
U+618E,憎,"hate, detest",ゾウ,"にく.む, にく.い, にく.らしい, にく.しみ"
U+6190,憐,"pity, have mercy, sympathise, compassion",レン,"あわ.れむ, あわ.れ"
U+6191,憑,"depend, rely, evidence, proof, according to, possess, haunt",ヒョウ,"つ.く, つか.れる, よ.る, たの.む"
U+6196,憖,thoughtlessly,"ギン, キン",なまじ.い
U+619A,憚,"hesitate, shrink, awe","タン, タ",はばか.る
U+61A4,憤,"aroused, resent, be indignant, anger",フン,いきどお.る
U+61B6,憶,"recollection, think, remember",オク,
U+61C7,懇,"sociable, kind, courteous, hospitable, cordial",コン,ねんご.ろ
U+61C8,懈,laziness,"ケ, カイ","たわ.い, おこた.る"
U+61C9,應,"answer, yes, OK, reply, accept","オウ, ヨウ","あた.る, まさに, こた.える"
U+61D0,懐,"feelings, heart, yearn, miss someone, become attached to, bosom, breast, pocket","カイ, エ","ふところ, なつ.かしい, なつ.かしむ, なつ.く, なつ.ける, なず.ける, いだ.く, おも.う"
U+61F2,懲,"penal, chastise, punish, discipline",チョウ,"こ.りる, こ.らす, こ.らしめる"
U+61F6,懶,"languid, be lazy, be negligent","ラン, ライ","ものうい, おこたる"
U+61F7,懷,"pocket, feelings, heart, yearn, miss someone, become attached to, bosom, breast","カイ, エ","ふところ, なつ.かしい, なつ.かしむ, なつ.く, なつ.ける, いだ.く, おも.う"
U+61F8,懸,"state of suspension, hang, depend, consult, distant, far apart","ケン, ケ","か.ける, か.かる"
U+61FA,懺,"regret, repent, confess sins","ザン, サン",くい.る
U+6200,戀,"in love, yearn for, miss, darling",レン,"こ.う, こい, こい.しい"
U+6208,戈,"halberd, arms, festival car, float, tasselled spear radical (no. 62)",カ,"ほこ, ほこづくり"
U+620A,戊,5th calendar sign,"ボ, ボウ",つちのえ
U+620C,戌,"sign of the dog, 7-9PM, eleventh sign of Chinese zodiac",ジュツ,いぬ
U+620E,戎,"warrior, arms, barbarian, Ainu",ジュウ,"えびす, つわもの"
U+6210,成,"turn into, become, get, grow, elapse, reach","セイ, ジョウ","な.る, な.す, -な.す"
U+6211,我,"ego, I, selfish, our, oneself",ガ,"われ, わ, わ.が-, わが-"
U+6212,戒,commandment,カイ,いまし.める
U+6216,或,"some, one, or, possibly, a certain","ワク, コク, イキ","あ.る, あるい, あるいは"
U+621B,戛,halberd,カツ,ほこ
U+621D,戝,"pirate, thief","ザイ, サイ, ゾク",
U+621F,戟,"halbert, arms",ゲキ,ほこ
U+6226,戦,"war, battle, match",セン,"いくさ, たたか.う, おのの.く, そよ.ぐ, わなな.く"
U+622F,戯,"frolic, play, sport","ギ, ゲ","たわむ.れる, ざ.れる, じゃ.れる"
U+6230,戰,"war, fighting, battle",セン,"いくさ, たたか.う, おのの.く, そよぐ"
U+6232,戲,"play, frolic, sport","ギ, ゲ","たわむ.れる, たわむ.れ"
U+6234,戴,"be crowned with, live under (a ruler), receive",タイ,いただ.く
U+6236,戶,,,
U+6238,戸,"door, counter for houses, door radical (no. 63)",コ,と
U+623B,戻,"re-, return, revert, resume, restore, go backwards",レイ,"もど.す, もど.る"
U+623E,戾,"perverse, recalcitrant, rebellious","レイ, ライ","もどす, もとる, いたる"
U+623F,房,"tassel, tuft, fringe, bunch, lock (hair), segment (orange), house, room",ボウ,ふさ
U+6240,所,"place, extent",ショ,"ところ, -ところ, どころ, とこ"
U+6241,扁,"level, small",ヘン,ひらたい
U+6247,扇,"fan, folding fan",セン,おうぎ
U+6248,扈,follow,コ,したが.う
U+6249,扉,"front door, title page, front page",ヒ,とびら
U+624B,手,hand,"シュ, ズ","て, て-, -て, た-"
U+624D,才,"genius, years old, cubic shaku",サイ,
U+6253,打,"strike, hit, knock, pound, dozen","ダ, ダース","う.つ, う.ち-, ぶ.つ"
U+6255,払,"pay, clear out, prune, banish, dispose of","フツ, ヒツ, ホツ","はら.う, -はら.い, -ばら.い"
U+6258,托,"requesting, entrusting with, pretend, hint",タク,"たく.する, たの.む"
U+6268,扨,"well, now, (kokuji)",サ,"さて, さ.す"
U+626E,扮,"impersonate, dress up, disguise, thin shingles","フン, ハン, ヘン","ふん.する, やつ.す, よそお.う"
U+6271,扱,"handle, entertain, thresh, strip","ソウ, キュウ","あつか.い, あつか.う, あつか.る, こ.く"
U+6276,扶,"aid, help, assist",フ,たす.ける
U+6279,批,"criticism, strike",ヒ,
U+627F,承,"acquiesce, hear, listen to, be informed, receive","ショウ, ジョウ","うけたまわ.る, う.ける"
U+6280,技,"skill, art, craft, ability, feat, performance, vocation, arts",ギ,わざ
U+6284,抄,"extract, selection, summary, copy, spread thin",ショウ,
U+628A,把,"grasp, faggot, bunch, counter for bundles","ハ, ワ",
U+6291,抑,"repress, well, now, in the first place, push, shove, press, seal, do in spite of",ヨク,おさ.える
U+6293,抓,"pick, pinch, summarize",ソウ,"つ.ねる, つ.める, つね.る, つま.む"
U+6294,抔,and so forth,"ホウ, ハイ","など, すく.う"
U+6295,投,"throw, discard, abandon, launch into, join, invest in, hurl, give up, sell at a loss",トウ,"な.げる, -な.げ"
U+6298,折,"fold, break, fracture, bend, yield, submit","セツ, シャク","お.る, おり, お.り, -お.り, お.れる"
U+629B,抛,hurl,ホウ,なげう.つ
U+629C,抜,"slip out, extract, pull out, pilfer, quote, remove, omit","バツ, ハツ, ハイ","ぬ.く, -ぬ.く, ぬ.き, ぬ.ける, ぬ.かす, ぬ.かる"
U+62AB,披,"expose, open",ヒ,
U+62B1,抱,"embrace, hug, hold in arms",ホウ,"だ.く, いだ.く, かか.える"
U+62B5,抵,"resist, reach, touch",テイ,
U+62BC,押,"push, stop, check, subdue, attach, seize, weight, shove, press, seal, do in spite of",オウ,"お.す, お.し-, お.っ-, お.さえる, おさ.える"
U+62BD,抽,"pluck, pull, extract, excel",チュウ,ひき-
U+62C2,拂,"clear out, sweep away","ヒツ, フツ, ホツ",はら.う
U+62C5,担,"shouldering, carry, raise, bear",タン,"かつ.ぐ, にな.う"
U+62C7,拇,thumb,ボ,おやゆび
U+62CA,拊,"slap, strike",フ,"は.る, うつ, な.でる"
U+62CC,拌,stir and mix,ハン,
U+62CD,拍,"clap, beat (music)","ハク, ヒョウ",
U+62D0,拐,"kidnap, falsify",カイ,
U+62D2,拒,"repel, refuse, reject, decline","キョ, ゴ",こば.む
U+62D3,拓,"clear (the land), open, break up (land)",タク,ひら.く
U+62D4,拔,"extract, pull out, pilfer, quote, remove, omit","バツ, ハイ","ぬ.く, ぬ.ける, ぬ.かす, ぬ.かる"
U+62D7,拗,"crooked, twisted, distorted, perverted, cross","オウ, ヨウ, イク, ユウ","ねじ.れる, こじ.れる, す.ねる, ねじ.ける"
U+62D8,拘,"arrest, seize, concerned, adhere to, despite",コウ,かか.わる
U+62D9,拙,"bungling, clumsy, unskillful",セツ,つたな.い
U+62DB,招,"beckon, invite, summon, engage",ショウ,まね.く
U+62DC,拜,"worship, adore, pray to",ハイ,"おが.む, おろが.む"
U+62DD,拝,"worship, adore, pray to",ハイ,"おが.む, おろが.む"
U+62E0,拠,"foothold, based on, follow, therefore","キョ, コ",よ.る
U+62EC,括,"fasten, tie up, arrest, constrict",カツ,くく.る
U+62ED,拭,"wipe, mop, swab","ショク, シキ","ぬぐ.う, ふ.く"
U+62F3,拳,fist,"ケン, ゲン",こぶし
U+62F5,拵,"make, prepare, arrange",ソン,こしら.える
U+62F6,拶,"be imminent, draw close",サツ,せま.る
U+62FE,拾,"pick up, gather, find, go on foot, ten","シュウ, ジュウ",ひろ.う
U+62FF,拿,"catch, arrest","ダ, ナ","つか.む, ひ.く"
U+6301,持,"hold, have",ジ,"も.つ, -も.ち, も.てる"
U+6307,指,"finger, point to, indicate, put into, play (chess), measure (ruler)",シ,"ゆび, さ.す, -さ.し"
U+6309,按,"hold, consider, investigate",アン,"おさ.える, しら.べる"
U+630C,挌,"strike, hit, fight",カク,う.つ
U+6311,挑,"challenge, contend for, make love to",チョウ,いど.む
U+6319,挙,"raise, plan, project, behavior, actions",キョ,"あ.げる, あ.がる, こぞ.る"
U+631F,挟,"pinch, between","キョウ, ショウ","はさ.む, はさ.まる, わきばさ.む, さしはさ.む"
U+6328,挨,"approach, draw near, push open",アイ,ひら.く
U+632B,挫,"crush, break, sprain, discourage","ザ, サ","くじ.く, くじ.ける"
U+632F,振,"shake, wave, wag, swing",シン,"ふ.る, ふ.れる, ふ.るう"
U+633A,挺,"bravely volunteer, counter for guns,  inksticks,  palanquins,  rickshaws","チョウ, テイ",ぬ.く
U+633D,挽,"saw, turn (lathe), grind",バン,ひ.く
U+633E,挾,"put between, insert, jam, get caught, sandwich","キョウ, ショウ","はさ.む, はさ.まる, わきばさ.む, さしはさ.む"
U+633F,挿,"insert, put in, graft, wear (sword)",ソウ,"さ.す, はさ.む"
U+6349,捉,"catch, capture","ソク, サク",とら.える
U+634F,捏,"knead, mix","ネツ, テツ, ネチ","こ.ねる, ね.る, つく.ねる"
U+6355,捕,"catch, capture",ホ,"と.らえる, と.らわれる, と.る, とら.える, とら.われる, つか.まえる, つか.まる"
U+6367,捧,"lift up, give, offer, consecrate, sacrifice, dedicate",ホウ,ささ.げる
U+6368,捨,"discard, throw away, abandon, resign, reject, sacrifice",シャ,す.てる
U+636E,据,"set, lay a foundation, install, equip, squat down, sit down",キョ,"す.える, す.わる"
U+637B,捻,"twirl, twist, play with","ネン, ジョウ","ね.じる, ねじ.る, ひね.くる, ひね.る"
U+6383,掃,"sweep, brush","ソウ, シュ",は.く
U+6388,授,"impart, instruct, grant, confer",ジュ,"さず.ける, さず.かる"
U+6389,掉,shake & move,"トウ, チョウ",ふる.う
U+638C,掌,"manipulate, rule, administer, conduct, palm of hand",ショウ,"てのひら, たなごころ"
U+6392,排,"repudiate, exclude, expel, reject, line up, arrange",ハイ,
U+6398,掘,"dig, delve, excavate",クツ,ほ.る
U+639B,掛,"hang, suspend, depend, arrive at, tax, pour","カイ, ケイ","か.ける, -か.ける, か.け, -か.け, -が.け, か.かる, -か.かる, -が.かる, か.かり, -が.かり, かかり, -がかり"
U+639F,掟,"law, commandments, regulations","トウ, チョウ, ジョウ, テイ",おきて
U+63A0,掠,"pillage, rob, graze, skim, sweep over, cheat, hint","リャク, リョウ","かす.める, かす.る, かす.れる"
U+63A1,採,"pick, take, fetch, take up",サイ,と.る
U+63A2,探,"grope, search, look for",タン,"さぐ.る, さが.す"
U+63A5,接,"touch, contact, adjoin, piece together","セツ, ショウ",つ.ぐ
U+63A8,推,"conjecture, infer, guess, suppose, support, push (for)",スイ,お.す
U+63A9,掩,"cover, conceal",エン,おお.う
U+63AC,掬,scoop up water with the hand,"キク, コク","きく.す, むす.ぶ, すく.う, たなごころ"
U+63B2,掲,"put up (a notice), put up, hoist, display, hang out, publish, describe",ケイ,かか.げる
U+63B4,掴,"catch, seize, grasp, hold, arrest, capture",カク,"つか.む, つか.まえる, つか.まる"
U+63BB,掻,"scratch, rake, comb, paddle, behead",ソウ,か.く
U+63BE,掾,"help, subordinate official, obsolete government service rank","エン, テン",じょう
U+63C3,揃,"be complete, uniform, all present",セン,"そろ.える, そろ.う, そろ.い, き.る"
U+63C9,揉,"rub, massage, shampoo, debate vigorously, train, coach, worry, get in trouble",ジュウ,"も.む, も.める"
U+63CF,描,"sketch, compose, write, draw, paint",ビョウ,"えが.く, か.く"
U+63D0,提,"propose, take along, carry in hand","テイ, チョウ, ダイ",さ.げる
U+63DA,揚,"raise, elevate, hoist, praise, extol, fry in deep fat",ヨウ,"あ.げる, -あ.げ, あ.がる"
U+63DB,換,"interchange, period, change, convert, replace, renew",カン,"か.える, -か.える, か.わる"
U+63E1,握,"grip, hold, mould sushi, bribe",アク,にぎ.る
U+63E9,揩,wipe,"カイ, カツ",ぬぐ.う
U+63EE,揮,"brandish, wave, wag, swing, shake",キ,ふる.う
U+63F4,援,"abet, help, save",エン,
U+63FA,揺,"swing, shake, sway, rock, tremble, vibrate",ヨウ,"ゆ.れる, ゆ.る, ゆ.らぐ, ゆ.るぐ, ゆ.する, ゆ.さぶる, ゆ.すぶる, うご.く"
